source,author,title,description,category,coverage,url
USA Today,Charles Curtis,Travis Kelce hints at flying to Taylor Swift's Eras Tour stop in Argentina in latest podcast ep,Could Travis Kelce be implying he's flying south to Argentina to see Taylor Swift for her Eras Tour stop?,,,https://ftw.usatoday.com/2023/11/travis-kelce-taylor-swift-eras-tour-argentina-podcast-jason
USA Today,Charles Curtis,Taylor Swift fans swoon over Travis Kelce’s hours-long red-eye flight to be at the Eras Tour in Argentina,"Travis Kelce took an overnight flight some 5,600 miles across the globe to be there for Taylor Swift!",,,https://ftw.usatoday.com/2023/11/travis-kelce-argentina-eras-tour-taylor-swift-photos-reaction
USA Today,Charles Curtis,Andy Reid is also a Taylor Swift fan for Travis Kelce: She 'can stay around all she wants',"When Kelce's stats are this good with Taylor Swift watching in person, you have to encourage it.",,,https://ftw.usatoday.com/2023/10/chiefs-taylor-swift-andy-reid-travis-kelce-video
USA Today,Meghan L. Hall,Jaylen Waddle on Taylor Swift possibly showing up to Chiefs game in Germany: 'I'm a Swiftie',Raise your hand if you had Jaylen Waddle as a Taylor Swift fan on your Bingo Card.,,,https://ftw.usatoday.com/2023/11/taylor-swift-germany-chiefs-dolphins-jaylen-waddle-reaction-video
USA Today,Caroline Darney,Taylor Swift has the most adorable stand-in for Chiefs - Broncos: A Corgi dressed like her,"Likely not going to see the real Taylor Swift in Denver today, but you do get a super cute stand-in.",,,https://ftw.usatoday.com/2023/10/taylor-swift-travis-kelce-denver-broncos-kansas-city-chiefs-ziggy-corgi-halftime-race
USA Today,Charles Curtis,"4 Travis Kelce and Taylor Swift podcast revelations from his Argentina trip, including knowing Karma lyrics would change",Travis Kelce talked with his brother Jason on their New Heights podcast about his trip to see Taylor Swift in Argentina.,,,https://ftw.usatoday.com/lists/travis-kelce-taylor-swift-jason-podcast-new-heights-karma
USA Today,Caroline Darney,"Taylor Swift fans are convinced 1989 (Taylor’s Version) could be a double album, and they might be right",Are the Swifties on to something here?,,,https://ftw.usatoday.com/lists/taylor-swift-1989-taylors-version-double-album-theory
USA Today,Caroline Darney,Brittany Mahomes shared a glimpse of what it was like to hang out with Taylor Swift in NYC,Swift spent time with the spouses of three Chiefs' players this past weekend.,,,https://ftw.usatoday.com/2023/11/taylor-swift-brittany-mahomes-instagram-travis-kelce
USA Today,Caroline Darney,Taylor Swift and Brittany Mahomes had dinner in NYC with Selena Gomez instead of going to Germany and we get it,Swift didn't make the trip to Europe with the next international leg of The Eras Tour starting soon.,,,https://ftw.usatoday.com/2023/11/taylor-swift-brittany-mahomes-germany-selena-gomez-sophie-turner
USA Today,Michelle R. Martinelli,Travis Kelce looked like he was having a blast at Taylor Swift’s Buenos Aires Eras Tour concert,"Travis Kelce was dancing, eating snacks and hanging out with Taylor Swift's dad at the Eras Tour.",,,https://ftw.usatoday.com/2023/11/taylor-swift-travis-kelce-buenos-aires-argentina-eras-tour
USA Today,Charles Curtis,Travis Kelce did an adorable Taylor Swift Shake it Off dance as the song played at the World Series,Travis Kelce danced to Taylor Swift's music at Game 1 of the World Series!,,,https://ftw.usatoday.com/2023/10/travis-kelce-taylor-swift-shake-it-off-world-series
USA Today,Caroline Darney,Taylor Swift reportedly hosted wives of Travis Kelce's teammates at a Chiefs watch party,Wives of Travis Kelce's teammates were seen leaving Swift's Tribeca home on Sunday.,,,https://ftw.usatoday.com/2023/11/taylor-swift-travis-kelce-brittany-mahomes-chiefs-watch-party-nyc
USA Today,Charles Curtis,Will Taylor Swift keep going to Travis Kelce's games? Let's look at their schedules,Let's look at the Eras Tour schedule and the Chiefs' slate of games to see if we'll see more Swift at his games.,,,https://ftw.usatoday.com/lists/taylor-swift-travis-kelce-schedules-chiefs-eras-tour
USA Today,Charles Curtis,Taylor Swift fans think her grateful message to Buenos Aires used one of Travis Kelce's favorite phrases,"Maybe Taylor Swift already has the word “electric” in her vocabulary — heck, she has a song called Electric Touch! — to describe the die-hard crowds during the Eras Tour, bu…",,,https://ftw.usatoday.com/2023/11/taylor-swift-electric-travis-kelce-argentina-message
USA Today,Charles Curtis,Travis Kelce adorably filmed himself singing to Taylor Swift's Love Story,This is too perfect.,,,https://ftw.usatoday.com/2023/10/travis-kelce-taylor-swifts-love-story-singing-video
USA Today,Charles Curtis,Travis Kelce laughed so hard at a 'Taylor Swift put Travis on the map' Halloween costume,Travis Kelce loved this and so did we.,,,https://ftw.usatoday.com/2023/11/travis-kelce-taylor-swift-map-meme-halloween-costume-reaction
USA Today,Caroline Darney,"6 signs Taylor Swift's Reputation (Taylor’s Version) could be dropping soon, according to fans",Could there be any truth to these fan theories about Swift's latest re-release?,,,https://ftw.usatoday.com/lists/reputation-taylors-version-theories-taylor-swift-10-november-glitch
USA Today,Andrew Joseph,CBS actually broke out a hilarious graphic about Travis Kelce's stats with Taylor Swift in attendance,Incredible work. No notes.,,,https://ftw.usatoday.com/lists/taylor-swift-travis-kelce-cbs-tv-graphic-stats-video-reaction-fans-attendance
USA Today,Charles Curtis,Taylor Swift fans all made the same joke about her and Travis Kelce riding a golf cart to an afterparty,Riding in a getaway car(t).,,,https://ftw.usatoday.com/2023/10/taylor-swift-travis-kelce-golf-cart-photos-chiefs-afterparty
USA Today,Caroline Darney,Taylor Swift sports new friendship bracelet with beau Travis Kelce’s jersey number on it at Chiefs game,"This is basically the 2023 version of wearing a letter jacket, right?",,,https://ftw.usatoday.com/2023/10/taylor-swift-travis-kelce-friendship-bracelet-chiefs
USA Today,Charles Curtis,"Travis Kelce will travel to Taylor Swift's Eras Tour stop in Argentina, per multiple reports",Multiple reports say Travis Kelce is headed down to Buenos Aires for Taylor Swift's Eras Tour stop there.,,,https://ftw.usatoday.com/2023/11/travis-kelce-taylor-swifts-eras-tour-argentina-reports
USA Today,Meghan L. Hall,Taylor Swift fans want to know why Travis Kelce isn't in the Chiefs' latest TikTok,AN INVESTIGATION: The Chiefs are playing checkers while the Swifties are playing chess.,,,https://ftw.usatoday.com/2023/11/taylor-swift-travis-kelce-kansas-city-chiefs-tiktok-video-reaction
USA Today,Andrew Joseph,Travis Kelce's astonishingly philosophical tweet from 2012 had Taylor Swift fans making so many jokes,When you take your first philosophy class ...,,,https://ftw.usatoday.com/lists/travis-kelce-philosophical-tweet-2012-taylor-swift-fans-jokes-reaction-twitter
USA Today,Cory Woodroof,Peyton Manning and Luke Bryan hysterically roasted the Jets with a CMA Awards joke involving Taylor Swift,Jets fans might want to avoid this one.,,,https://ftw.usatoday.com/2023/11/peyton-manning-luke-bryan-cma-awards-joke-jets-taylor-swift
USA Today,Meghan L. Hall,Jack Black shamelessly belting out Taylor Swift lyrics in his underwear is glorious,Jack Black is a legend for this.,,,https://ftw.usatoday.com/2023/10/taylor-swift-jack-black-sag-aftra-anti-hero-video
USA Today,Caroline Darney,NC State football perfectly invoked Taylor Swift for Payton Wilson's postseason awards campaign,This is a winning combo.,,,https://ftw.usatoday.com/2023/11/nc-state-football-payton-wilson-taylor-swift-postseason-awards
USA Today,Cory Woodroof,Oklahoma State trolled Oklahoma with perfect Taylor Swift song after winning last Bedlam rivalry game,Oklahoma State is never ever getting back together with Oklahoma after winning the last Bedlam game.,,,https://ftw.usatoday.com/2023/11/oklahoma-state-oklahoma-trolling-bedlam-rivalry-game-taylor-swift-song-college-football
USA Today,Charles Curtis,Rob Gronkowski's claim that Taylor Swift gets too much NFL airtime is overblown,"Come on, Gronk. You're wrong about this one.",,,https://ftw.usatoday.com/2023/10/taylor-swift-rob-gronkowski-nfl-broadcasts-kay-adams
USA Today,Charles Curtis,Will Taylor Swift fans send the Travis and Jason Kelce holiday song to No. 1?,"That's right, the Kelce brothers have a holiday song coming out!",,,https://ftw.usatoday.com/2023/11/travis-kelce-jason-christmas-song-taylor-swift-spotify
USA Today,Caroline Darney,Dry Swifties or Wet Swifties? This Buenos Aires weather report (Taylor's version) is too funny,The buzz is high in Argentina with the Eras Tour starting back up.,,,https://ftw.usatoday.com/2023/11/taylor-swift-eras-tour-weather-buenos-aires-argentina
USA Today,Charles Curtis,10 Taylor Swift and Travis Kelce Halloween costumes worn by everyone from kids to athletes,You knew this was going to be the 2023 Halloween couples costume.,,,https://ftw.usatoday.com/lists/taylor-swift-travis-kelce-halloween-costumes-2023-tiktok
USA Today,Charles Curtis,Travis Kelce knows his stats are better when Taylor Swift attends his games,"""How could I not be aware of this?""",,,https://ftw.usatoday.com/2023/10/travis-kelce-taylor-swift-stats-podcast-jason-new-heights
USA Today,Prince J. Grimes,"The Taylor Swift bowl, Victor Wembanyama vs. Chet Holmgren and more on this week's betting calendar",NFL Week 11 features a rematch of Super Bowl 57 between the Eagles and Chiefs.,,,https://ftw.usatoday.com/lists/eagles-chiefs-super-bowl-rematch-taylor-swift-betting-calendar
USA Today,Charles Curtis,Taylor Swift's new Eras Tour pink outfits had everyone making Barbie (Taylor's Version) jokes,A changed look for Taylor Swift's latest Eras Tour stop in Buenos Aires.,,,https://ftw.usatoday.com/2023/11/taylor-swift-outfit-eras-tour-pink-jacket-barbie-meme
USA Today,Blake Schuster,Travis Kelce won't say if Taylor Swift will be in Germany and jokingly blames oddsmakers for it,Those pesky oddsmakers always getting in the way,,,https://ftw.usatoday.com/2023/11/travis-kelce-taylor-swift-germany-jokingly-blames-oddsmakers
USA Today,Charles Curtis,Travis Kelce addresses photos of him holding Taylor Swift's hand like a football,Why does he hold her hand with both of his? It looks like he's holding a football!,,,https://ftw.usatoday.com/2023/10/travis-kelce-taylor-swift-hand-holding-football-photos
USA Today,Caroline Darney,Donna Kelce discusses seeing The Eras Tour movie and whether Taylor Swift will be there for Chiefs - Eagles,"Momma Kelce said the film adaptation of the popular tour was ""amazing.""",,,https://ftw.usatoday.com/2023/11/donna-kelce-taylor-swift-eras-tour-movie-chiefs-eagles-travis-kelce
USA Today,Andrew Joseph,The Broncos played Taylor Swift's music in the stadium after upsetting the Chiefs,Peak pettiness.,,,https://ftw.usatoday.com/lists/chiefs-broncos-stadium-music-taylor-swift-shake-it-off-video-reaction
USA Today,Caroline Darney,A mic’d up Travis Kelce yelling 'PSYCH!' at a Chargers defender is utterly hilarious,Please put a mic on Travis Kelce at all times.,,,https://ftw.usatoday.com/2023/10/travis-kelce-chiefs-micd-up-chargers-video
USA Today,Charles Curtis,Travis Kelce's reaction to Taylor Swift changing the lyrics to Karma to be about him had fans losing it,"“Karma is the guy on the Chiefs, coming straight home to me.”",,,https://ftw.usatoday.com/2023/11/travis-kelce-karma-taylor-swift-lyrics-reaction-videos
USA Today,Meghan L. Hall,Chiefs fan Morgan Freeman has no interest in Travis Kelce and Taylor Swift’s love life,Morgan Freeman said what he said.,,,https://ftw.usatoday.com/2023/10/kansas-city-chiefs-taylor-swift-travis-kelce-morgan-freeman-reaction
USA Today,Caroline Darney,Travis Kelce fist-pumps after a ‘Taylor Swift’s boyfriend’ cheer from an enthusiastic fan,Kelce can add one more title to his long list of accolades.,,,https://ftw.usatoday.com/2023/10/travis-kelce-taylor-swift-boyfriend-video-chiefs
USA Today,Charles Curtis,Hear Travis and Jason Kelce's delightful Fairytale of Philadelphia Christmas song duet,The Kelce brothers sound so good together.,,,https://ftw.usatoday.com/2023/11/travis-jason-kelce-song-fairtytale-of-philadelphia-video
USA Today,Charles Curtis,"Why Travis Kelce and the Chiefs are playing in Germany in Week 9, explained",Here's the answer.,,,https://ftw.usatoday.com/2023/11/why-travis-kelce-germany-chiefs-game-dolphins-explained-taylor-swift
USA Today,Meghan L. Hall,"16 best celebrity costumes for Halloween 2023, including Paris Hilton as Britney Spears","Not to be dramatic, but some of these are truly iconic.",,,https://ftw.usatoday.com/lists/celebrity-halloween-costumes-2023
USA Today,Caroline Darney,Referee for Dolphins-Chiefs in Frankfurt announced a penalty in German and the home crowd loved it,Referee Clay Martin was well prepared for this moment.,,,https://ftw.usatoday.com/2023/11/nfl-frankfurt-germany-dolphins-chiefs-referee-german
USA Today,Charles Curtis,Jason Kelce says 'I’m not even the sexiest man in my family' after People's Sexiest Man Alive feature,We assume Jason Kelce is referring to Travis Kelce here.,,,https://ftw.usatoday.com/2023/11/jason-kelce-travis-people-sexiest-man-alive-quote
USA Today,Meghan L. Hall,Don't let Travis Kelce distract you from Jason Kelce being among People's Sexiest Men Alive,"Excuse me, Travis Kelce, but Jason Kelce must be protected AT ALL COSTS.",,,https://ftw.usatoday.com/2023/11/people-sexiest-man-alive-travis-kelce-jason-kelce
USA Today,Andrew Joseph,Mike McDaniel hilariously could not accept that kids were dressing up as him for Halloween,Easily the funniest coach in the NFL.,,,https://ftw.usatoday.com/lists/dolphins-coach-mike-mcdaniel-halloween-costume-reaction-video
USA Today,Mike D. Sykes,The Eagles' Tush Push doesn't need to be banned. Other teams just need to stop it,Don't ban the tush push. Just get a stop.,,,https://ftw.usatoday.com/2023/10/eagles-tush-push-play-rules-banned-no
USA Today,Robert Zeglinski,NFL Week 8 Awards: Brock Purdy is showing his haters they were all absolutely right,Brock Purdy's critics were correct. He's a system player AND he stinks.,,,https://ftw.usatoday.com/lists/nfl-week-8-awards-brock-purdy-critics-right-49ers-bengals
USA Today,Ben Fawkes,"5 wildest NFL betting moments (so far) this season, including Patrick Mahomes' slide",There have been plenty of bad beats so far this NFL season.,,,https://ftw.usatoday.com/lists/5-wildest-nfl-betting-moments-so-far-2023
USA Today,"Alex McDaniel, FTW Staff",10 outrageous Dolly Parton covers that don't exist but definitely should exist,There's nothing Dolly can't do.,,,https://ftw.usatoday.com/lists/dolly-parton-covers-songs-that-should-exist
USA Today,Mike D. Sykes,The Texas Rangers' run to the World Series is everything we love about sports,The Rangers are doing things the right way and it's so fun to watch,,,https://ftw.usatoday.com/2023/10/texas-rangers-world-series-astros
USA Today,Mike D. Sykes,NBA refs ejected Giannis Antetokounmpo against the Pistons for the most pathetic reason,"It's always great when officials make the game about themselves, isn't it?",,,https://ftw.usatoday.com/2023/11/giannis-anetetokounmpo-ejection-pistons-bucks-nba-refs
USA Today,Mike D. Sykes,"OK, fine, Sean Payton. Your plan to turn the Broncos around is finally working",Sean Payton is finally doing the Broncos some good.,,,https://ftw.usatoday.com/2023/11/sean-payton-denver-broncos-bills-turnaround
USA Today,Mike D. Sykes,The Giants' Daniel Jones era probably just came to a whimpering end with his latest injury,Losing your job to injury is tough. It's about to happen to Daniel Jones.,,,https://ftw.usatoday.com/2023/11/giants-daniel-jones-injury-torn-acl
